0,42,0,1,0,0,0,1,12,0
0,21,0,1,0,0,0,1,9,0
0,20,0,2,0,0,0,1,17,0
0,49,0,2,0,0,0,1,25,0
0,50,0,1,0,0,0,1,20,0
0,20,0,2,0,0,0,1,16,0
1,50,120,2,10,0,0,1,16,0
0,83,0,17,0,0,1,1,24,1
1,35,333,0,3,0,0,1,6,0
1,6,0,1,0,0,0,0,216,1
1,10,819,1,5,0,0,1,3,0
0,4,0,2,0,0,0,1,16,0
0,43,0,1,0,0,0,1,5,0
0,7,0,2,0,0,0,1,24,0
0,16,0,1,0,0,0,1,12,0
1,16,609,0,6,0,0,1,23,0
0,47,0,0,0,0,0,1,3,0
1,2,59,4,6,0,0,0,50,1
0,17,0,1,0,0,0,1,21,0
0,6,0,5,0,0,0,0,134,1
0,33,0,2,0,0,0,1,8,0
1,0,178,0,4,0,0,1,23,0
0,20,0,0,0,0,0,1,13,0
0,45,0,1,0,0,0,1,11,0
1,6,109,2,4,0,0,1,6,0
0,32,0,2,0,0,0,0,50,1
1,27,993,1,7,0,0,1,14,0
1,149,111,9,11,0,1,1,10,1
0,32,0,0,0,0,0,1,17,0
0,16,0,1,0,0,0,1,19,0
0,110,0,7,0,1,0,0,5,1
1,40,182,1,8,0,0,1,5,0
0,40,0,5,0,0,0,0,123,1
0,2,0,2,0,0,0,1,405,1
1,29,72,1,6,0,0,1,2,0
0,79,0,7,0,1,0,1,39,1
1,28,16,1,2,0,0,0,70,1
0,159,0,18,0,0,1,1,23,1
0,20,0,0,0,0,0,1,5,0
0,4,0,0,0,0,0,1,1,0
0,30,0,0,0,0,0,1,6,0
1,44,69,0,8,0,0,1,22,0
0,16,0,2,0,0,0,1,5,0
1,32,38,0,5,0,0,1,17,0
1,38,728,23,24,0,1,1,40,1
1,34,558,2,4,0,0,1,24,0
0,16,0,2,0,0,0,1,635,1
0,28,0,2,0,0,0,1,10,0
1,192,578,13,10,0,1,1,37,1
0,5,0,0,0,0,0,0,174,1
1,36,597,2,10,0,0,1,14,0
0,22,0,1,0,0,0,1,5,0
0,3,0,2,0,0,0,1,19,0
1,9,772,0,8,0,0,1,3,0
0,11,0,0,0,0,0,1,19,0
1,23,94,1,6,0,0,1,10,0
1,8,295,2,1,0,0,1,10,0
0,4,0,1,0,0,0,1,20,0
1,157,742,11,11,0,1,0,16,1
1,9,0,2,0,0,0,0,677,1
0,39,0,4,0,0,0,0,53,1
0,39,0,1,0,0,0,0,7,0
1,38,418,2,10,0,0,1,23,0
1,13,727,0,7,0,0,1,22,0
1,10,0,0,0,0,0,1,222,1
0,48,0,4,0,0,0,0,106,1
0,1,0,1,0,0,0,0,121,1
1,11,648,2,1,0,0,1,13,0
0,17,0,4,0,0,0,0,105,1
0,44,0,1,0,0,0,1,2,0
1,9,841,1,5,0,0,1,25,0
0,15,0,1,0,0,0,1,213,1
1,101,132,15,5,1,0,0,6,1
0,2,0,1,0,0,0,1,24,0
0,15,0,2,0,0,0,0,25,0
0,28,0,0,0,0,0,1,22,0
1,134,429,8,15,1,0,0,8,1
0,62,0,15,0,1,0,1,7,1
0,20,0,2,0,0,0,0,53,1
1,32,764,0,6,0,0,1,7,0
0,26,0,3,0,0,0,0,143,1
0,15,0,1,0,0,0,0,708,1
0,35,0,1,0,0,0,1,1,0
0,141,0,13,0,1,0,0,36,1
1,41,268,1,9,0,0,0,2,0
0,46,0,9,0,1,0,0,26,1
0,15,0,0,0,0,0,1,21,0
0,35,0,2,0,0,0,0,15,0
1,24,416,1,5,0,0,1,4,0
1,43,28,1,10,0,0,0,146,1
0,6,0,1,0,0,0,0,440,1
1,34,948,1,0,0,0,1,6,0
1,11,128,0,6,0,0,0,122,1
0,198,0,14,0,0,1,0,22,1
1,7,0,0,0,0,0,0,155,1
0,44,0,2,0,0,0,1,22,0
0,11,0,2,0,0,0,1,4,0
1,0,0,1,0,0,0,0,745,1
0,0,0,0,0,0,0,1,16,0
0,9,0,2,0,0,0,1,25,0
1,37,696,0,6,0,0,1,21,0
1,101,437,13,12,1,0,1,6,1
1,27,963,0,8,0,0,1,8,0
1,89,135,14,10,1,0,0,10,1
1,2,893,0,1,0,0,1,17,0
1,14,497,2,3,0,0,1,1,0
1,0,0,1,0,0,0,0,361,1
0,44,0,20,0,0,1,0,26,1
0,12,0,1,0,0,0,1,22,0
0,43,0,15,0,0,1,1,20,1
0,47,0,2,0,0,0,0,1,0
1,140,722,18,38,0,1,0,27,1
1,19,618,0,9,0,0,1,12,0
0,21,0,0,0,0,0,1,9,0
0,41,0,1,0,0,0,0,150,1
1,40,61,1,5,0,0,1,4,0
1,119,404,12,14,1,0,1,5,1
0,11,0,0,0,0,0,1,24,0
1,7,0,0,0,0,0,0,327,1
0,30,0,1,0,0,0,1,21,0
1,48,764,2,4,0,0,1,2,0
0,43,0,2,0,0,0,1,17,0
0,40,0,0,0,0,0,1,10,0
0,24,0,0,0,0,0,0,83,1
1,3,898,1,5,0,0,1,12,0
0,20,0,2,0,0,0,1,13,0
1,63,378,23,23,0,1,0,40,1
0,16,0,1,0,0,0,0,142,1
0,6,0,0,0,0,0,1,7,0
1,110,401,13,28,0,1,0,27,1
1,117,406,7,6,1,0,1,40,1
0,9,0,2,0,0,0,0,104,1
0,23,0,0,0,0,0,1,17,0
1,16,38,3,4,0,0,0,132,1
1,47,992,1,3,0,0,1,5,0
1,17,399,1,1,0,0,1,3,0
1,6,324,0,10,0,0,1,1,0
1,6,191,0,4,0,0,1,6,0
1,25,816,0,4,0,0,1,13,0
1,15,120,0,0,0,0,1,19,0
1,39,135,2,9,0,0,1,3,0
0,11,0,2,0,0,0,1,12,0
1,83,447,13,10,1,0,1,15,1
0,95,0,6,0,1,0,0,35,1
1,47,943,2,2,0,0,1,13,0
0,10,0,2,0,0,0,0,63,1
0,46,0,1,0,0,0,1,9,0
0,14,0,2,0,0,0,0,781,1
1,1,885,1,6,0,0,1,2,0
1,27,394,5,14,1,0,1,32,1
1,50,880,2,1,0,0,1,22,0
1,24,363,0,1,0,0,1,20,0
1,33,902,1,8,0,0,1,5,0
1,170,132,15,17,0,1,0,15,1
0,32,0,0,0,0,0,1,7,0
1,28,670,1,5,0,0,1,8,0
1,24,998,2,4,0,0,1,21,0
1,26,164,1,9,0,0,1,24,0
0,45,0,20,0,0,1,1,30,1
0,25,0,0,0,0,0,1,16,0
0,49,0,1,0,0,0,0,112,1
1,47,755,0,4,0,0,1,17,0
1,34,122,10,12,1,0,1,25,1
1,2,956,0,4,0,0,1,12,0
0,50,0,2,0,0,0,1,7,0
0,151,0,24,0,0,1,1,21,1
0,8,0,1,0,0,0,0,587,1
0,18,0,0,0,0,0,1,16,0
1,125,110,15,32,0,1,0,30,1
0,152,0,20,0,0,1,1,26,1
1,31,791,2,10,0,0,0,12,0
1,7,414,1,3,0,0,1,19,0
1,9,0,1,0,0,0,0,755,1
0,6,0,2,0,0,0,0,607,1
1,28,29,5,2,0,0,0,108,1
0,16,0,0,0,0,0,1,17,0
0,37,0,14,0,0,1,0,21,1
0,81,0,15,0,1,0,0,14,1
1,22,101,0,10,0,0,1,5,0
1,23,111,0,7,0,0,1,24,0
0,2,0,4,0,0,0,0,108,1
1,8,50,0,4,0,0,1,20,0
0,11,0,2,0,0,0,1,22,0
1,41,11,3,5,0,0,0,54,1
0,15,0,1,0,0,0,1,18,0
0,15,0,2,0,0,0,1,19,0
1,158,295,17,32,0,1,0,40,1
0,10,0,0,0,0,0,0,142,1
0,27,0,1,0,0,0,1,5,0
0,48,0,0,0,0,0,0,63,1
0,50,0,3,0,0,0,0,71,1
0,9,0,0,0,0,0,1,18,0
1,34,170,0,7,0,0,1,13,0
1,43,815,2,3,0,0,1,16,0
0,14,0,2,0,0,0,0,119,1
0,193,0,25,0,0,1,0,15,1
1,1,0,2,0,0,0,1,248,1
0,4,0,0,0,0,0,1,730,1
1,40,601,2,3,0,0,1,4,0
1,13,332,0,4,0,0,1,16,0
1,2,0,0,0,0,0,0,238,1
0,23,0,2,0,0,0,1,1,0
0,33,0,2,0,0,0,1,7,0
1,32,679,0,6,0,0,1,20,0
0,27,0,2,0,0,0,1,20,0
1,0,209,0,1,0,0,1,9,0
0,5,0,0,0,0,0,1,570,1
1,2,0,2,0,0,0,0,302,1
0,96,0,11,0,0,1,0,30,1
1,29,660,0,1,0,0,1,7,0
1,50,387,0,7,0,0,1,14,0
1,187,473,24,32,0,1,0,22,1
1,35,487,1,6,0,0,1,7,0
0,43,0,0,0,0,0,0,74,1
0,162,0,8,0,0,1,0,25,1
0,36,0,2,0,0,0,0,11,0
0,22,0,2,0,0,0,1,7,0
0,49,0,0,0,0,0,1,9,0
1,121,87,5,17,1,0,0,29,1
0,3,0,1,0,0,0,1,691,1
1,44,61,2,1,0,0,1,6,0
0,11,0,1,0,0,0,1,7,0
0,35,0,2,0,0,0,1,23,0
0,39,0,0,0,0,0,1,15,0
0,67,0,9,0,1,0,0,32,1
1,139,245,5,10,1,0,1,21,1
1,37,19,5,1,0,0,0,131,1
1,36,45,2,9,0,0,0,92,1
1,10,740,2,2,0,0,1,21,0
1,19,657,1,2,0,0,1,7,0
0,31,0,1,0,0,0,1,22,0
1,34,439,0,7,0,0,1,25,0
1,2,0,0,0,0,0,0,544,1
1,64,82,10,9,1,0,1,39,1
1,47,201,1,2,0,0,1,15,0
1,34,457,2,2,0,0,1,5,0
0,43,0,2,0,0,0,1,5,0
0,39,0,1,0,0,0,0,4,0
0,42,0,1,0,0,0,1,7,0
1,12,184,4,0,0,0,0,95,1
1,29,199,0,9,0,0,1,3,0
1,45,165,1,1,0,0,1,14,0
1,0,217,2,4,0,0,1,10,0
0,38,0,4,0,0,0,0,129,1
1,20,581,0,2,0,0,1,23,0
1,118,107,9,29,0,1,1,11,1
1,31,193,14,20,1,0,0,39,1
1,13,0,0,0,0,0,0,633,1
0,39,0,0,0,0,0,1,11,0
0,126,0,10,0,0,1,0,11,1
1,44,837,0,8,0,0,1,9,0
0,35,0,0,0,0,0,1,25,0
1,4,535,0,4,0,0,1,12,0
0,13,0,2,0,0,0,1,6,0
1,43,224,0,10,0,0,1,12,0
0,10,0,2,0,0,0,0,125,1
1,18,413,1,4,0,0,1,5,0
1,47,641,2,1,0,0,0,19,0
0,29,0,1,0,0,0,0,92,1
0,34,0,2,0,0,0,1,17,0
0,17,0,0,0,0,0,1,20,0
1,37,609,2,7,0,0,1,21,0
0,44,0,8,0,0,1,0,12,1
1,12,356,1,10,0,0,1,3,0
0,13,0,1,0,0,0,1,1,0
1,7,234,1,9,0,0,1,20,0
1,131,377,11,13,1,0,1,8,1
1,21,824,2,1,0,0,1,16,0
1,10,593,1,6,0,0,1,14,0
1,63,349,11,18,1,0,1,25,1
0,26,0,1,0,0,0,1,15,0
1,25,961,0,2,0,0,1,19,0
0,33,0,2,0,0,0,1,9,0
0,43,0,5,0,1,0,0,32,1
1,15,0,1,0,0,0,0,157,1
1,12,192,2,6,0,0,1,15,0
0,11,0,2,0,0,0,0,638,1
1,50,660,0,2,0,0,0,18,0
1,50,269,6,12,1,0,0,40,1
1,2,835,1,3,0,0,1,8,0
1,83,724,13,21,0,1,0,30,1
1,132,206,21,11,0,1,1,40,1
0,15,0,2,0,0,0,1,6,0
0,21,0,0,0,0,0,0,105,1
0,17,0,2,0,0,0,0,25,0
1,12,0,1,0,0,0,0,301,1
0,60,0,8,0,0,1,1,27,1
1,151,502,23,18,0,1,1,29,1
0,49,0,0,0,0,0,1,25,0
1,16,0,1,0,0,0,1,509,1
1,49,368,0,0,0,0,1,1,0
0,49,0,2,0,0,0,1,7,0
1,17,272,1,2,0,0,1,2,0
1,25,662,2,3,0,0,1,13,0
1,26,661,0,2,0,0,1,19,0
1,20,512,2,9,0,0,1,7,0
0,46,0,10,0,0,1,0,18,1
0,49,0,0,0,0,0,1,16,0
0,125,0,8,0,1,0,1,19,1
1,4,0,0,0,0,0,0,444,1
1,36,162,0,7,0,0,0,125,1
0,35,0,0,0,0,0,1,12,0
1,4,0,2,0,0,0,1,343,1
1,37,149,2,5,0,0,1,4,0
1,15,525,1,8,0,0,1,12,0
0,79,0,11,0,0,1,1,28,1
0,20,0,1,0,0,0,1,3,0
1,93,184,6,20,1,0,1,9,1
1,32,90,3,10,0,0,0,86,1
1,6,0,2,0,0,0,1,384,1
1,30,801,0,7,0,0,1,25,0
1,35,689,0,4,0,0,1,7,0
1,3,0,2,0,0,0,1,378,1
0,31,0,2,0,0,0,1,24,0
1,3,74,5,9,0,0,0,148,1
0,5,0,4,0,0,0,0,148,1
1,20,181,3,0,0,0,0,111,1
1,20,362,13,14,1,0,0,19,1
1,24,941,2,3,0,0,0,11,0
0,102,0,12,0,1,0,1,19,1
0,38,0,1,0,0,0,1,11,0
1,109,799,24,17,0,1,1,28,1
0,19,0,1,0,0,0,0,126,1
0,6,0,0,0,0,0,0,76,1
1,38,854,1,0,0,0,1,20,0
1,49,941,0,7,0,0,0,15,0
1,7,223,2,6,0,0,0,2,0
0,12,0,0,0,0,0,1,19,0
1,26,89,2,7,0,0,1,1,0
0,37,0,5,0,0,0,0,147,1
0,38,0,2,0,0,0,1,16,0
1,9,914,1,1,0,0,1,13,0
1,34,439,2,7,0,0,1,17,0
1,31,612,1,9,0,0,1,6,0
0,187,0,15,0,0,1,0,38,1
0,9,0,2,0,0,0,1,16,0
0,40,0,1,0,0,0,1,11,0
1,26,743,1,4,0,0,1,25,0
0,56,0,10,0,1,0,0,21,1
1,7,413,1,10,0,0,1,3,0
0,34,0,2,0,0,0,1,14,0
0,12,0,0,0,0,0,1,5,0
1,41,545,1,5,0,0,1,16,0
1,9,132,2,10,0,0,1,9,0
0,36,0,1,0,0,0,1,7,0
1,47,10,0,0,0,0,1,24,0
1,8,857,2,8,0,0,1,8,0
0,31,0,2,0,0,0,1,13,0
1,39,426,1,1,0,0,1,22,0
1,25,93,1,9,0,0,0,109,1
1,37,330,1,8,0,0,1,9,0
0,29,0,0,0,0,0,1,10,0
1,24,721,1,3,0,0,1,16,0
0,21,0,0,0,0,0,1,19,0
1,139,135,6,16,1,0,0,17,1
0,134,0,8,0,1,0,0,13,1
1,19,253,2,7,0,0,1,5,0
0,46,0,0,0,0,0,1,2,0
1,42,260,0,10,0,0,1,9,0
1,156,192,15,11,0,1,0,7,1
1,15,926,0,3,0,0,1,15,0
0,127,0,16,0,0,1,1,29,1
0,11,0,2,0,0,0,1,4,0
0,118,0,10,0,1,0,1,10,1
0,46,0,2,0,0,0,1,21,0
0,68,0,8,0,1,0,0,15,1
1,9,637,1,7,0,0,1,21,0
1,50,167,2,6,0,0,1,22,0
1,10,886,1,3,0,0,1,1,0
0,102,0,16,0,0,1,0,35,1
1,3,0,0,0,0,0,1,280,1
1,168,366,21,27,0,1,1,14,1
0,22,0,2,0,0,0,1,18,0
1,30,937,0,4,0,0,1,16,0
0,47,0,2,0,0,0,1,9,0
0,48,0,1,0,0,0,0,95,1
0,21,0,12,0,1,0,1,35,1
1,18,28,2,2,0,0,1,4,0
1,45,514,1,6,0,0,1,17,0
1,42,244,2,0,0,0,1,22,0
0,39,0,0,0,0,0,1,15,0
1,5,382,1,5,0,0,1,7,0
0,8,0,2,0,0,0,1,23,0
1,22,692,1,6,0,0,1,22,0
1,31,37,1,4,0,0,0,106,1
0,6,0,0,0,0,0,1,16,0
0,19,0,0,0,0,0,1,10,0
0,13,0,0,0,0,0,1,6,0
1,29,420,0,2,0,0,0,17,0
0,61,0,12,0,1,0,0,18,1
0,43,0,1,0,0,0,1,7,0
1,22,42,2,5,0,0,1,15,0
1,10,937,2,0,0,0,1,20,0
0,44,0,0,0,0,0,1,24,0
1,11,295,0,5,0,0,1,24,0
0,36,0,1,0,0,0,1,2,0
0,40,0,2,0,0,0,1,12,0
1,26,521,2,2,0,0,1,11,0
1,45,889,2,9,0,0,1,16,0
0,48,0,1,0,0,0,1,23,0
0,25,0,2,0,0,0,1,5,0
1,43,65,2,2,0,0,0,51,1
0,37,0,2,0,0,0,1,17,0
1,8,0,2,0,0,0,1,166,1
0,11,0,0,0,0,0,0,206,1
1,26,147,2,8,0,0,1,1,0
0,26,0,2,0,0,0,1,2,0
1,5,0,0,0,0,0,1,564,1
1,34,490,1,0,0,0,1,15,0
0,1,0,2,0,0,0,1,1,0
0,25,0,5,0,1,0,1,10,1
1,30,491,0,3,0,0,1,25,0
1,22,949,1,0,0,0,1,25,0
0,6,0,1,0,0,0,1,17,0
0,20,0,0,0,0,0,1,6,0
0,35,0,1,0,0,0,1,4,0
0,6,0,2,0,0,0,0,179,1
0,95,0,15,0,1,0,1,35,1
0,19,0,4,0,0,0,0,59,1
1,16,0,2,0,0,0,1,551,1
0,35,0,0,0,0,0,1,21,0
0,37,0,1,0,0,0,1,9,0
1,106,239,5,15,1,0,0,35,1
0,50,0,1,0,0,0,1,11,0
1,33,77,0,9,0,0,0,130,1
0,32,0,0,0,0,0,1,24,0
0,14,0,0,0,0,0,1,17,0
0,15,0,0,0,0,0,1,1,0
1,41,57,1,7,0,0,1,16,0
0,33,0,2,0,0,0,1,15,0
0,19,0,2,0,0,0,1,3,0
1,1,46,2,0,0,0,1,8,0
0,11,0,2,0,0,0,1,8,0
1,17,53,1,9,0,0,1,23,0
1,16,0,2,0,0,0,0,335,1
1,41,175,9,19,1,0,0,22,1
1,178,203,12,17,0,1,1,14,1
0,127,0,24,0,0,1,0,17,1
0,14,0,2,0,0,0,1,22,0
0,43,0,0,0,0,0,1,24,0
1,36,12,1,3,0,0,1,13,0
0,3,0,2,0,0,0,1,22,0
1,42,184,2,4,0,0,1,24,0
0,29,0,0,0,0,0,1,8,0
1,36,101,2,10,0,0,1,21,0
0,16,0,0,0,0,0,0,388,1
1,29,850,1,7,0,0,0,17,0
1,34,342,2,3,0,0,1,18,0
0,1,0,2,0,0,0,0,562,1
0,116,0,13,0,0,1,1,13,1
0,18,0,1,0,0,0,1,8,0
0,11,0,2,0,0,0,1,10,0
1,25,910,0,9,0,0,1,22,0
0,45,0,0,0,0,0,1,8,0
0,22,0,1,0,0,0,1,17,0
0,49,0,0,0,0,0,1,6,0
0,45,0,1,0,0,0,1,17,0
0,10,0,1,0,0,0,0,173,1
0,6,0,2,0,0,0,1,17,0
1,34,18,1,0,0,0,0,14,0
0,25,0,0,0,0,0,1,25,0
1,3,370,1,10,0,0,1,15,0
0,40,0,0,0,0,0,1,1,0
1,42,81,2,10,0,0,1,9,0
1,14,189,2,8,0,0,1,25,0
0,22,0,3,0,0,0,0,114,1
1,13,561,0,9,0,0,1,10,0
0,32,0,0,0,0,0,0,110,1
1,41,491,2,1,0,0,1,23,0
1,9,195,2,3,0,0,1,13,0
0,30,0,1,0,0,0,1,10,0
0,32,0,2,0,0,0,1,11,0
0,9,0,2,0,0,0,0,582,1
1,96,301,12,27,0,1,1,27,1
0,99,0,9,0,1,0,0,6,1
1,53,109,5,13,1,0,1,37,1
0,22,0,2,0,0,0,1,16,0
0,104,0,8,0,0,1,0,18,1
1,37,797,0,9,0,0,1,16,0
0,41,0,18,0,0,1,0,20,1
1,9,0,2,0,0,0,0,272,1
0,15,0,0,0,0,0,1,3,0
1,50,339,1,3,0,0,1,7,0
0,12,0,2,0,0,0,0,119,1
1,31,402,1,6,0,0,1,4,0
1,16,761,1,1,0,0,1,9,0
1,22,622,0,8,0,0,1,10,0
0,49,0,2,0,0,0,1,24,0
1,148,373,22,12,0,1,0,34,1
1,31,655,0,2,0,0,1,24,0
1,36,986,1,7,0,0,1,25,0
0,111,0,10,0,1,0,1,26,1
1,19,0,0,0,0,0,1,150,1
0,168,0,25,0,0,1,0,13,1
0,34,0,2,0,0,0,1,23,0
1,16,937,2,7,0,0,1,6,0
1,17,547,2,1,0,0,1,21,0
1,39,68,2,10,0,0,1,5,0
1,9,416,1,10,0,0,1,9,0
1,47,807,0,7,0,0,1,10,0
0,17,0,0,0,0,0,1,9,0
1,30,105,1,10,0,0,1,19,0
1,18,508,0,3,0,0,1,13,0
0,19,0,1,0,0,0,1,9,0
1,48,568,1,10,0,0,1,17,0
1,31,581,1,0,0,0,1,20,0
0,45,0,0,0,0,0,1,11,0
1,8,967,2,4,0,0,1,18,0
1,17,789,2,1,0,0,1,24,0
1,61,196,5,8,1,0,1,31,1
1,38,771,9,39,0,1,1,7,1
1,10,0,1,0,0,0,0,287,1
0,21,0,0,0,0,0,1,25,0
1,19,417,0,2,0,0,1,19,0
0,165,0,13,0,0,1,0,17,1
1,1,957,1,9,0,0,1,18,0
0,26,0,0,0,0,0,1,23,0
0,25,0,2,0,0,0,1,25,0
1,133,168,15,10,1,0,1,6,1
0,11,0,1,0,0,0,0,87,1
0,78,0,18,0,0,1,1,16,1
0,35,0,0,0,0,0,1,10,0
1,29,372,2,9,0,0,1,8,0
0,40,0,2,0,0,0,1,1,0
0,24,0,1,0,0,0,1,22,0
1,9,216,0,1,0,0,1,5,0
1,6,849,2,8,0,0,1,21,0
0,40,0,2,0,0,0,1,9,0
0,9,0,1,0,0,0,0,657,1
0,1,0,2,0,0,0,1,9,0
0,17,0,2,0,0,0,1,22,0
0,44,0,0,0,0,0,1,2,0
0,50,0,2,0,0,0,1,20,0
0,145,0,6,0,1,0,0,36,1
1,80,291,9,7,1,0,1,22,1
0,50,0,0,0,0,0,1,9,0
1,2,622,1,4,0,0,1,16,0
0,121,0,11,0,0,1,0,18,1
1,43,561,0,8,0,0,1,21,0
1,25,934,1,5,0,0,1,5,0
0,28,0,2,0,0,0,1,9,0
1,45,996,1,2,0,0,1,22,0
1,5,565,2,6,0,0,1,18,0
0,27,0,1,0,0,0,1,19,0
1,98,351,14,7,1,0,1,11,1
0,30,0,2,0,0,0,1,18,0
1,20,613,1,6,0,0,1,4,0
0,45,0,1,0,0,0,1,17,0
0,36,0,1,0,0,0,1,10,0
0,15,0,0,0,0,0,1,9,0
1,19,215,2,5,0,0,1,11,0
1,14,649,2,4,0,0,1,8,0
0,15,0,0,0,0,0,1,13,0
0,97,0,10,0,1,0,1,20,1
1,32,626,2,2,0,0,1,4,0
1,9,524,1,5,0,0,0,8,0
1,31,195,1,4,0,0,1,14,0
0,45,0,1,0,0,0,1,17,0
0,39,0,2,0,0,0,1,6,0
1,26,280,2,8,0,0,1,16,0
0,36,0,4,0,0,0,0,61,1
1,102,521,20,30,0,1,1,34,1
1,10,954,1,3,0,0,1,16,0
0,11,0,0,0,0,0,1,13,0
1,7,0,1,0,0,0,0,426,1
1,10,0,0,0,0,0,1,344,1
0,25,0,2,0,0,0,0,18,0
1,32,170,0,9,0,0,1,10,0
0,35,0,2,0,0,0,1,23,0
1,37,252,2,9,0,0,1,4,0
1,32,79,0,9,0,0,1,20,0
0,101,0,6,0,1,0,0,27,1
0,30,0,2,0,0,0,1,15,0
0,17,0,0,0,0,0,0,440,1
1,35,171,10,13,0,1,1,12,1
1,102,256,10,13,1,0,0,14,1
0,42,0,11,0,1,0,0,33,1
1,3,187,5,1,0,0,0,56,1
0,47,0,0,0,0,0,1,20,0
0,34,0,0,0,0,0,1,22,0
1,126,262,7,18,1,0,0,5,1
0,0,0,2,0,0,0,1,18,0
1,35,687,2,6,0,0,1,25,0
1,34,163,2,5,0,0,1,16,0
0,49,0,1,0,0,0,1,3,0
0,11,0,3,0,0,0,0,113,1
0,29,0,2,0,0,0,1,10,0
1,49,115,1,4,0,0,1,22,0
0,21,0,1,0,0,0,1,19,0
0,6,0,1,0,0,0,1,18,0
0,49,0,7,0,1,0,1,21,1
0,5,0,1,0,0,0,1,13,0
0,11,0,0,0,0,0,1,315,1
1,10,728,2,3,0,0,1,11,0
1,37,341,2,5,0,0,1,6,0
1,22,986,1,6,0,0,1,24,0
1,10,171,3,1,0,0,0,111,1
0,5,0,0,0,0,0,1,582,1
1,7,952,1,5,0,0,1,1,0
0,47,0,4,0,0,0,0,94,1
0,9,0,0,0,0,0,1,21,0
1,46,223,2,1,0,0,1,23,0
0,46,0,0,0,0,0,1,21,0
0,24,0,2,0,0,0,1,25,0
1,11,324,2,4,0,0,1,24,0
1,32,473,0,3,0,0,1,14,0
1,9,387,2,6,0,0,1,12,0
0,13,0,1,0,0,0,1,23,0
0,62,0,8,0,0,1,0,6,1
1,2,0,2,0,0,0,1,394,1
0,4,0,3,0,0,0,0,106,1
1,37,860,0,5,0,0,1,6,0
0,5,0,0,0,0,0,1,14,0
1,4,396,2,6,0,0,1,23,0
1,23,466,2,7,0,0,1,21,0
1,49,389,0,7,0,0,1,4,0
0,151,0,21,0,0,1,0,8,1
0,19,0,2,0,0,0,1,19,0
0,7,0,0,0,0,0,0,20,0
0,16,0,2,0,0,0,1,13,0
0,149,0,23,0,0,1,1,22,1
0,9,0,0,0,0,0,0,496,1
0,25,0,2,0,0,0,1,11,0
0,41,0,11,0,1,0,0,25,1
0,44,0,1,0,0,0,1,6,0
0,3,0,0,0,0,0,1,24,0
1,23,428,0,0,0,0,1,22,0
